"","CCLE","ccls_1088_expression","GDSC2"
"874","ACH-000617",NA,NA
"875","ACH-000557",NA,NA
"876","ACH-000153",NA,NA
"877","ACH-000555",NA,NA
"878","ACH-000355",NA,NA
"879","ACH-000665",NA,NA
"880","ACH-000900",NA,NA
"881","ACH-000030",NA,NA
"882","ACH-000872",NA,NA
"883","ACH-000742",NA,NA
"884","ACH-000386",NA,NA
"885","ACH-000506",NA,NA
"886","ACH-000628",NA,NA
"887","ACH-000409",NA,NA
"888","ACH-000401",NA,NA
"889","ACH-000167",NA,NA
"890","ACH-000987",NA,NA
"891","ACH-000449",NA,NA
"892","ACH-000160",NA,NA
"893","ACH-000533",NA,NA
"894","ACH-000868",NA,NA
"895","ACH-000324",NA,NA
"896","ACH-000814",NA,NA
"897","ACH-000898",NA,NA
"898","ACH-000181",NA,NA
"899","ACH-000829",NA,NA
"900","ACH-001099",NA,NA
"901","ACH-000650",NA,NA
"902","ACH-000808",NA,NA
"903","ACH-000284",NA,NA
"904","ACH-000536",NA,NA
"905","ACH-000906",NA,NA
"906","ACH-000112",NA,NA
"907","ACH-000627",NA,NA
"908","ACH-000693",NA,NA
"909","ACH-000945",NA,NA
"910","ACH-000156",NA,NA
"911","ACH-000499",NA,NA
"912","ACH-000033",NA,NA
"913","ACH-000211",NA,NA
"914","ACH-000854",NA,NA
"915","ACH-000132",NA,NA
"916","ACH-000856",NA,NA
"917","ACH-000639",NA,NA
"918","ACH-000959",NA,NA
"919","ACH-000922",NA,NA
"920","ACH-000062",NA,NA
"921","ACH-001193",NA,NA
"922","ACH-000929",NA,NA
"923","ACH-000286",NA,NA
"924","ACH-000146",NA,NA
"925","ACH-000039",NA,NA
"926","ACH-000059",NA,NA
"927","ACH-000026",NA,NA
"928","ACH-000210",NA,NA
"929","ACH-000643",NA,NA
"930","ACH-000988",NA,NA
"931","ACH-000136",NA,NA
"932","ACH-000265",NA,NA
"933","ACH-000395",NA,NA
"934","ACH-000866",NA,NA
"935","ACH-000037",NA,NA
"936","ACH-000924",NA,NA
"937","ACH-000816",NA,NA
"938","ACH-000021",NA,NA
"939","ACH-000447",NA,NA
"940","ACH-000441",NA,NA
"941","ACH-000320",NA,NA
"942","ACH-000414",NA,NA
"943","ACH-000673",NA,NA
"944","ACH-000176",NA,NA
"945","ACH-000292",NA,NA
"946","ACH-000340",NA,NA
"947","ACH-000625",NA,NA
"948","ACH-000305",NA,NA
"949","ACH-000377",NA,NA
"950","ACH-000637",NA,NA
"951","ACH-000839",NA,NA
"952","ACH-000893",NA,NA
"953","ACH-000770",NA,NA
"954","ACH-000390",NA,NA
"955","ACH-000927",NA,NA
"956","ACH-000287",NA,NA
"957","ACH-000902",NA,NA
"958","ACH-000514",NA,NA
"959","ACH-000040",NA,NA
"960","ACH-000539",NA,NA
"961","ACH-000130",NA,NA
"962","ACH-000281",NA,NA
"963","ACH-000396",NA,NA
"964","ACH-000579",NA,NA
"965","ACH-000974",NA,NA
"966","ACH-000529",NA,NA
"967","ACH-000270",NA,NA
"968","ACH-000081",NA,NA
"969","ACH-000998",NA,NA
"970","ACH-000036",NA,NA
"971","ACH-000777",NA,NA
"972","ACH-000105",NA,NA
"973","ACH-000908",NA,NA
"974","ACH-000332",NA,NA
"975","ACH-000661",NA,NA
"976","ACH-000958",NA,NA
"977","ACH-000525",NA,NA
"978","ACH-000803",NA,NA
"979","ACH-000331",NA,NA
"980","ACH-000254",NA,NA
"981","ACH-000710",NA,NA
"982","ACH-000489",NA,NA
"983","ACH-000563",NA,NA
"984","ACH-000363",NA,NA
"985","ACH-000486",NA,NA
"986","ACH-000357",NA,NA
"987","ACH-000815",NA,NA
"988","ACH-000054",NA,NA
"989","ACH-000475",NA,NA
"990","ACH-001715",NA,NA
"991","ACH-001627",NA,NA
"992","ACH-001638",NA,NA
"993","ACH-002041",NA,NA
"994","ACH-002401",NA,NA
"995","ACH-001533",NA,NA
"996","ACH-002669",NA,NA
"997","ACH-001680",NA,NA
"998","ACH-001704",NA,NA
"999","ACH-003191",NA,NA
"1000","ACH-001558",NA,NA
"1001","ACH-001793",NA,NA
"1002","ACH-003145",NA,NA
"1003","ACH-003468",NA,NA
"1004","ACH-003183",NA,NA
"1005","ACH-001450",NA,NA
"1006","ACH-002678",NA,NA
"1007","ACH-002794",NA,NA
"1008","ACH-002026",NA,NA
"1009","ACH-001338",NA,NA
"1010","ACH-001163",NA,NA
"1011","ACH-001443",NA,NA
"1012","ACH-001485",NA,NA
"1013","ACH-002433",NA,NA
"1014","ACH-002017",NA,NA
"1015","ACH-001687",NA,NA
"1016","ACH-003308",NA,NA
"1017","ACH-002459",NA,NA
"1018","ACH-001630",NA,NA
"1019","ACH-003154",NA,NA
"1020","ACH-002780",NA,NA
"1021","ACH-003150",NA,NA
"1022","ACH-001412",NA,NA
"1023","ACH-000517",NA,NA
"1024","ACH-001530",NA,NA
"1025","ACH-001392",NA,NA
"1026","ACH-002010",NA,NA
"1027","ACH-001356",NA,NA
"1028","ACH-000337",NA,NA
"1029","ACH-000328",NA,NA
"1030","ACH-002926",NA,NA
"1031","ACH-002034",NA,NA
"1032","ACH-003120",NA,NA
"1033","ACH-001400",NA,NA
"1034","ACH-001516",NA,NA
"1035","ACH-002936",NA,NA
"1036","ACH-002497",NA,NA
"1037","ACH-001500",NA,NA
"1038","ACH-002538",NA,NA
"1039","ACH-001332",NA,NA
"1040","ACH-002014",NA,NA
"1041","ACH-002399",NA,NA
"1042","ACH-001194",NA,NA
"1043","ACH-001350",NA,NA
"1044","ACH-001698",NA,NA
"1045","ACH-002461",NA,NA
"1046","ACH-001190",NA,NA
"1047","ACH-001183",NA,NA
"1048","ACH-001960",NA,NA
"1049","ACH-001984",NA,NA
"1050","ACH-002643",NA,NA
"1051","ACH-003181",NA,NA
"1052","ACH-001519",NA,NA
"1053","ACH-001526",NA,NA
"1054","ACH-003157",NA,NA
"1055","ACH-002846",NA,NA
"1056","ACH-001111",NA,NA
"1057","ACH-001609",NA,NA
"1058","ACH-000975",NA,NA
"1059","ACH-001098",NA,NA
"1060","ACH-001543",NA,NA
"1061","ACH-001608",NA,NA
"1062","ACH-001693",NA,NA
"1063","ACH-002921",NA,NA
"1064","ACH-001119",NA,NA
"1065","ACH-002404",NA,NA
"1066","ACH-001557",NA,NA
"1067","ACH-002050",NA,NA
"1068","ACH-001814",NA,NA
"1069","ACH-001345",NA,NA
"1070","ACH-002927",NA,NA
"1071","ACH-001494",NA,NA
"1072","ACH-001791",NA,NA
"1073","ACH-003143",NA,NA
"1074","ACH-001850",NA,NA
"1075","ACH-001347",NA,NA
"1076","ACH-001673",NA,NA
"1077","ACH-001547",NA,NA
"1078","ACH-001563",NA,NA
"1079","ACH-003012",NA,NA
"1080","ACH-001997",NA,NA
"1081","ACH-002046",NA,NA
"1082","ACH-002485",NA,NA
"1083","ACH-003071",NA,NA
"1084","ACH-001503",NA,NA
"1085","ACH-001419",NA,NA
"1086","ACH-001653",NA,NA
"1087","ACH-002677",NA,NA
"1088","ACH-001751",NA,NA
"1089","ACH-002283",NA,NA
"1090","ACH-001691",NA,NA
"1091","ACH-001858",NA,NA
"1092","ACH-003141",NA,NA
"1093","ACH-001685",NA,NA
"1094","ACH-001994",NA,NA
"1095","ACH-002796",NA,NA
"1096","ACH-001807",NA,NA
"1097","ACH-001209",NA,NA
"1098","ACH-002801",NA,NA
"1099","ACH-000299",NA,NA
"1100","ACH-002067",NA,NA
"1101","ACH-001481",NA,NA
"1102","ACH-001415",NA,NA
"1103","ACH-001147",NA,NA
"1104","ACH-001971",NA,NA
"1105","ACH-003148",NA,NA
"1106","ACH-001566",NA,NA
"1107","ACH-002790",NA,NA
"1108","ACH-001537",NA,NA
"1109","ACH-001184",NA,NA
"1110","ACH-001398",NA,NA
"1111","ACH-002290",NA,NA
"1112","ACH-001667",NA,NA
"1113","ACH-001949",NA,NA
"1114","ACH-001699",NA,NA
"1115","ACH-003103",NA,NA
"1116","ACH-002659",NA,NA
"1117","ACH-002792",NA,NA
"1118","ACH-001852",NA,NA
"1119","ACH-001719",NA,NA
"1120","ACH-001980",NA,NA
"1121","ACH-000093",NA,NA
"1122","ACH-001670",NA,NA
"1123","ACH-001328",NA,NA
"1124","ACH-001695",NA,NA
"1125","ACH-002994",NA,NA
"1126","ACH-001188",NA,NA
"1127","ACH-002647",NA,NA
"1128","ACH-002038",NA,NA
"1129","ACH-001981",NA,NA
"1130","ACH-001059",NA,NA
"1131","ACH-003471",NA,NA
"1132","ACH-001835",NA,NA
"1133","ACH-002002",NA,NA
"1134","ACH-002011",NA,NA
"1135","ACH-001354",NA,NA
"1136","ACH-002653",NA,NA
"1137","ACH-001277",NA,NA
"1138","ACH-003470",NA,NA
"1139","ACH-001054",NA,NA
"1140","ACH-003100",NA,NA
"1141","ACH-002170",NA,NA
"1142","ACH-001064",NA,NA
"1143","ACH-001541",NA,NA
"1144","ACH-002446",NA,NA
"1145","ACH-002800",NA,NA
"1146","ACH-001676",NA,NA
"1147","ACH-002013",NA,NA
"1148","ACH-001278",NA,NA
"1149","ACH-002689",NA,NA
"1150","ACH-002834",NA,NA
"1151","ACH-003108",NA,NA
"1152","ACH-003119",NA,NA
"1153","ACH-001993",NA,NA
"1154","ACH-000206",NA,NA
"1155","ACH-001440",NA,NA
"1156","ACH-003106",NA,NA
"1157","ACH-003455",NA,NA
"1158","ACH-001057",NA,NA
"1159","ACH-003156",NA,NA
"1160","ACH-001422",NA,NA
"1161","ACH-002937",NA,NA
"1162","ACH-002925",NA,NA
"1163","ACH-001374",NA,NA
"1164","ACH-002648",NA,NA
"1165","ACH-001988",NA,NA
"1166","ACH-001061",NA,NA
"1167","ACH-001430",NA,NA
"1168","ACH-001737",NA,NA
"1169","ACH-002662",NA,NA
"1170","ACH-001028",NA,NA
"1171","ACH-001416",NA,NA
"1172","ACH-002438",NA,NA
"1173","ACH-001100",NA,NA
"1174","ACH-003459",NA,NA
"1175","ACH-003099",NA,NA
"1176","ACH-001854",NA,NA
"1177","ACH-001414",NA,NA
"1178","ACH-001532",NA,NA
"1179","ACH-001559",NA,NA
"1180","ACH-001750",NA,NA
"1181","ACH-001982",NA,NA
"1182","ACH-001578",NA,NA
"1183","ACH-002018",NA,NA
"1184","ACH-001492",NA,NA
"1185","ACH-002681",NA,NA
"1186","ACH-003136",NA,NA
"1187","ACH-001651",NA,NA
"1188","ACH-001409",NA,NA
"1189","ACH-001096",NA,NA
"1190","ACH-003456",NA,NA
"1191","ACH-003133",NA,NA
"1192","ACH-001493",NA,NA
"1193","ACH-002716",NA,NA
"1194","ACH-001396",NA,NA
"1195","ACH-001192",NA,NA
"1196","ACH-002467",NA,NA
"1197","ACH-002044",NA,NA
"1198","ACH-003149",NA,NA
"1199","ACH-001441",NA,NA
"1200","ACH-003437",NA,NA
"1201","ACH-001745",NA,NA
"1202","ACH-001796",NA,NA
"1203","ACH-001857",NA,NA
"1204","ACH-002405",NA,NA
"1205","ACH-001367",NA,NA
"1206","ACH-001561",NA,NA
"1207","ACH-001442",NA,NA
"1208","ACH-001648",NA,NA
"1209","ACH-002501",NA,NA
"1210","ACH-001598",NA,NA
"1211","ACH-001549",NA,NA
"1212","ACH-001999",NA,NA
"1213","ACH-001705",NA,NA
"1214","ACH-001647",NA,NA
"1215","ACH-000468",NA,NA
"1216","ACH-001548",NA,NA
"1217","ACH-002928",NA,NA
"1218","ACH-002042",NA,NA
"1219","ACH-002458",NA,NA
"1220","ACH-002664",NA,NA
"1221","ACH-002033",NA,NA
"1222","ACH-002510",NA,NA
"1223","ACH-002019",NA,NA
"1224","ACH-001032",NA,NA
"1225","ACH-001497",NA,NA
"1226","ACH-002214",NA,NA
"1227","ACH-001399",NA,NA
"1228","ACH-001692",NA,NA
"1229","ACH-001521",NA,NA
"1230","ACH-001016",NA,NA
"1231","ACH-003155",NA,NA
"1232","ACH-002029",NA,NA
"1233","ACH-001520",NA,NA
"1234","ACH-001813",NA,NA
"1235","ACH-002066",NA,NA
"1236","ACH-001985",NA,NA
"1237","ACH-000979",NA,NA
"1238","ACH-001495",NA,NA
"1239","ACH-001989",NA,NA
"1240","ACH-003111",NA,NA
"1241","ACH-001617",NA,NA
"1242","ACH-002665",NA,NA
"1243","ACH-001454",NA,NA
"1244","ACH-002035",NA,NA
"1245","ACH-001540",NA,NA
"1246","ACH-003458",NA,NA
"1247","ACH-001031",NA,NA
"1248","ACH-001036",NA,NA
"1249","ACH-002528",NA,NA
"1250","ACH-001394",NA,NA
"1251","ACH-002539",NA,NA
"1252","ACH-002065",NA,NA
"1253","ACH-001421",NA,NA
"1254","ACH-003161",NA,NA
"1255","ACH-002705",NA,NA
"1256","ACH-002922",NA,NA
"1257","ACH-001360",NA,NA
"1258","ACH-001196",NA,NA
"1259","ACH-003158",NA,NA
"1260","ACH-001569",NA,NA
"1261","ACH-001418",NA,NA
"1262","ACH-001279",NA,NA
"1263","ACH-002799",NA,NA
"1264","ACH-001393",NA,NA
"1265","ACH-001818",NA,NA
"1266","ACH-001616",NA,NA
"1267","ACH-001060",NA,NA
"1268","ACH-002798",NA,NA
"1269","ACH-001740",NA,NA
"1270","ACH-001145",NA,NA
"1271","ACH-001611",NA,NA
"1272","ACH-001227",NA,NA
"1273","ACH-001977",NA,NA
"1274","ACH-000700",NA,NA
"1275","ACH-001038",NA,NA
"1276","ACH-002688",NA,NA
"1277","ACH-002512",NA,NA
"1278","ACH-001953",NA,NA
"1279","ACH-002215",NA,NA
"1280","ACH-001683",NA,NA
"1281","ACH-001972",NA,NA
"1282","ACH-001649",NA,NA
"1283","ACH-002544",NA,NA
"1284","ACH-001413",NA,NA
"1285","ACH-001664",NA,NA
"1286","ACH-001632",NA,NA
"1287","ACH-001975",NA,NA
"1288","ACH-002465",NA,NA
"1289","ACH-001369",NA,NA
"1290","ACH-001613",NA,NA
"1291","ACH-001029",NA,NA
"1292","ACH-002843",NA,NA
"1293","ACH-002785",NA,NA
"1294","ACH-001067",NA,NA
"1295","ACH-003107",NA,NA
"1296","ACH-002431",NA,NA
"1297","ACH-001341",NA,NA
"1298","ACH-001232",NA,NA
"1299","ACH-001844",NA,NA
"1300","ACH-001625",NA,NA
"1301","ACH-003469",NA,NA
"1302","ACH-002478",NA,NA
"1303","ACH-001690",NA,NA
"1304","ACH-001634",NA,NA
"1305","ACH-001333",NA,NA
"1306","ACH-001707",NA,NA
"1307","ACH-001846",NA,NA
"1308","ACH-003463",NA,NA
"1309","ACH-003265",NA,NA
"1310","ACH-002675",NA,NA
"1311","ACH-001703",NA,NA
"1312","ACH-001560",NA,NA
"1313","ACH-001134",NA,NA
"1314","ACH-001395",NA,NA
"1315","ACH-002802",NA,NA
"1316","ACH-002703",NA,NA
"1317","ACH-001458",NA,NA
"1318","ACH-001976",NA,NA
"1319","ACH-002844",NA,NA
"1320","ACH-003177",NA,NA
"1321","ACH-002462",NA,NA
"1322","ACH-002466",NA,NA
"1323","ACH-002077",NA,NA
"1324","ACH-001671",NA,NA
"1325","ACH-001672",NA,NA
"1326","ACH-003125",NA,NA
"1327","ACH-001568",NA,NA
"1328","ACH-002051",NA,NA
"1329","ACH-000029",NA,NA
"1330","ACH-002787",NA,NA
"1331","ACH-001408",NA,NA
"1332","ACH-002419",NA,NA
"1333","ACH-001709",NA,NA
"1334","ACH-001551",NA,NA
"1335","ACH-001694",NA,NA
"1336","ACH-002025",NA,NA
"1337","ACH-003139",NA,NA
"1338","ACH-002460",NA,NA
"1339","ACH-001701",NA,NA
"1340","ACH-001539",NA,NA
"1341","ACH-002672",NA,NA
"1342","ACH-001502",NA,NA
"1343","ACH-001794",NA,NA
"1344","ACH-000455",NA,NA
"1345","ACH-002016",NA,NA
"1346","ACH-001484",NA,NA
"1347","ACH-001465",NA,NA
"1348","ACH-001820",NA,NA
"1349","ACH-002932",NA,NA
"1350","ACH-002464",NA,NA
"1351","ACH-002543",NA,NA
"1352","ACH-001410",NA,NA
"1353","ACH-003134",NA,NA
"1354","ACH-001552",NA,NA
"1355","ACH-003451",NA,NA
"1356","ACH-001817",NA,NA
"1357","ACH-001197",NA,NA
"1358","ACH-001973",NA,NA
"1359","ACH-001148",NA,NA
"1360","ACH-002015",NA,NA
"1361","ACH-002651",NA,NA
"1362","ACH-001048",NA,NA
"1363","ACH-001622",NA,NA
"1364","ACH-001828",NA,NA
"1365","ACH-002535",NA,NA
"1366","ACH-001280",NA,NA
"1367","ACH-001861",NA,NA
"1368","ACH-003475",NA,NA
"1369","ACH-001961",NA,NA
"1370","ACH-002942",NA,NA
"1371","ACH-003426",NA,NA
"1372","ACH-001460",NA,NA
"1373","ACH-001987",NA,NA
"1374","ACH-002523",NA,NA
"1375","ACH-001677",NA,NA
"1376","ACH-001353",NA,NA
"1377","ACH-003460",NA,NA
"1378","ACH-000095",NA,NA
"1379","ACH-001525",NA,NA
"1380","ACH-001301",NA,NA
"1381","ACH-001628",NA,NA
"1382","ACH-002075",NA,NA
"1383","ACH-003132",NA,NA
"1384","ACH-003457",NA,NA
"1385","ACH-001610",NA,NA
"1386","ACH-001684",NA,NA
"1387","ACH-003101",NA,NA
"1388","ACH-001804",NA,NA
"1389","ACH-003142",NA,NA
"1390","ACH-001459",NA,NA
"1391","ACH-001786",NA,NA
"1392","ACH-001864",NA,NA
"1393","ACH-002039",NA,NA
"1394","ACH-001373",NA,NA
"1395","ACH-001295",NA,NA
"1396","ACH-001655",NA,NA
"1397","ACH-001650",NA,NA
"1398","ACH-001550",NA,NA
"1399","ACH-001518",NA,NA
"1400","ACH-002778",NA,NA
"1401","ACH-001577",NA,NA
"1402","ACH-001983",NA,NA
"1403","ACH-001407",NA,NA
"1404","ACH-002509",NA,NA
"1405","ACH-002680",NA,NA
"1406","ACH-003135",NA,NA
"1407","ACH-001555",NA,NA
"1408","ACH-003137",NA,NA
"1409","ACH-001433",NA,NA
"1410","ACH-001697",NA,NA
"1411","ACH-003268",NA,NA
"1412","ACH-001678",NA,NA
"1413","ACH-003138",NA,NA
"1414","ACH-001524",NA,NA
"1415","ACH-000143",NA,NA
"1416","ACH-001623",NA,NA
"1417","ACH-002475",NA,NA
"1418","ACH-001573",NA,NA
"1419","ACH-003269",NA,NA
"1420","ACH-001603",NA,NA
"1421","ACH-001435",NA,NA
"1422","ACH-001567",NA,NA
"1423","ACH-001289",NA,NA
"1424","ACH-001388",NA,NA
"1425","ACH-002695",NA,NA
"1426","ACH-001562",NA,NA
"1427","ACH-002706",NA,NA
"1428","ACH-001403",NA,NA
"1429","ACH-001401",NA,NA
"1430","ACH-001310",NA,NA
"1431","ACH-001377",NA,NA
"1432","ACH-002080",NA,NA
"1433","ACH-002021",NA,NA
"1434","ACH-001340",NA,NA
"1435","ACH-001853",NA,NA
"1436","ACH-001841",NA,NA
"1437","ACH-002508",NA,NA
"1438","ACH-001382",NA,NA
"1439","ACH-001959",NA,NA
"1440","ACH-001974",NA,NA
"1441","ACH-002040",NA,NA
"1442","ACH-002781",NA,NA
"1443","ACH-002070",NA,NA
"1444","ACH-003105",NA,NA
"1445","ACH-001996",NA,NA
"1446","ACH-003433",NA,NA
"1447","ACH-002048",NA,NA
"1448","ACH-003473",NA,NA
"1449","ACH-002847",NA,NA
"1450","ACH-002711",NA,NA
"1451","ACH-001053",NA,NA
"1452","ACH-003476",NA,NA
"1453","ACH-001802",NA,NA
"1454","ACH-001992",NA,NA
"1455","ACH-001379",NA,NA
"1456","ACH-001453",NA,NA
"1457","ACH-001654",NA,NA
"1458","ACH-003184",NA,NA
"1459","ACH-001591",NA,NA
"1460","ACH-001380",NA,NA
"1461","ACH-001855",NA,NA
"1462","ACH-002060",NA,NA
"1463","ACH-000532",NA,NA
"1464","ACH-001489",NA,NA
"1465","ACH-001765",NA,NA
"1466","ACH-002710",NA,NA
"1467","ACH-001335",NA,NA
"1468","ACH-002440",NA,NA
"1469","ACH-001856",NA,NA
"1470","ACH-001050",NA,NA
"1471","ACH-001336",NA,NA
"1472","ACH-001229",NA,NA
"1473","ACH-003159",NA,NA
"1474","ACH-001391",NA,NA
"1475","ACH-001679",NA,NA
"1476","ACH-001736",NA,NA
"1477","ACH-003152",NA,NA
"1478","ACH-002654",NA,NA
"1479","ACH-001428",NA,NA
"1480","ACH-003267",NA,NA
"1481","ACH-001274",NA,NA
"1482","ACH-001172",NA,NA
"1483","ACH-002693",NA,NA
"1484","ACH-002784",NA,NA
"1485","ACH-001511",NA,NA
"1486","ACH-002027",NA,NA
"1487","ACH-002059",NA,NA
"1488","ACH-003273",NA,NA
"1489","ACH-003474",NA,NA
"1490","ACH-002886",NA,NA
"1491","ACH-001978",NA,NA
"1492","ACH-003472",NA,NA
"1493","ACH-001845",NA,NA
"1494","ACH-003438",NA,NA
"1495","ACH-001556",NA,NA
"1496","ACH-002667",NA,NA
"1497","ACH-003464",NA,NA
"1498","ACH-001456",NA,NA
"1499","ACH-001607",NA,NA
"1500","ACH-001863",NA,NA
"1501","ACH-001542",NA,NA
"1502","ACH-000101",NA,NA
"1503","ACH-002924",NA,NA
"1504","ACH-001626",NA,NA
"1505","ACH-001370",NA,NA
"1506","ACH-001652",NA,NA
"1507","ACH-001618",NA,NA
"1508","ACH-001283",NA,NA
"1509","ACH-002499",NA,NA
"1510","ACH-001702",NA,NA
"1511","ACH-001498",NA,NA
"1512","ACH-002533",NA,NA
"1513","ACH-001496",NA,NA
"1514","ACH-001451",NA,NA
"1515","ACH-002435",NA,NA
"1516","ACH-001322",NA,NA
"1517","ACH-002946",NA,NA
"1518","ACH-001447",NA,NA
"1519","ACH-001509",NA,NA
"1520","ACH-001515",NA,NA
"1521","ACH-001402",NA,NA
"1522","ACH-001508",NA,NA
"1523","ACH-001735",NA,NA
"1524","ACH-001513",NA,NA
"1525","ACH-001022",NA,NA
"1526","ACH-002020",NA,NA
"1527","ACH-001669",NA,NA
"1528","ACH-001624",NA,NA
"1529","ACH-003121",NA,NA
"1530","ACH-001819",NA,NA
"1531","ACH-003160",NA,NA
"1532","ACH-001991",NA,NA
"1533","ACH-002003",NA,NA
"1534","ACH-001097",NA,NA
"1535","ACH-001662",NA,NA
"1536","ACH-002668",NA,NA
"1537","ACH-001411",NA,NA
"1538","ACH-001523",NA,NA
"1539","ACH-002531",NA,NA
"1540","ACH-001743",NA,NA
"1541","ACH-000556",NA,NA
"1542","ACH-003465",NA,NA
"1543","ACH-001375",NA,NA
"1544","ACH-002676",NA,NA
"1545","ACH-001461",NA,NA
"1546","ACH-001605",NA,NA
"1547","ACH-002062",NA,NA
"1548","ACH-001517",NA,NA
"1549","ACH-001510",NA,NA
"1550","ACH-002471",NA,NA
"1551","ACH-001842",NA,NA
"1552","ACH-002043",NA,NA
"1553","ACH-002004",NA,NA
"1554","ACH-001423",NA,NA
"1555","ACH-002511",NA,NA
"1556","ACH-001001",NA,NA
"1557","ACH-001431",NA,NA
"1558","ACH-001300",NA,NA
"1559","ACH-001834",NA,NA
"1560","ACH-001132",NA,NA
"1561","ACH-001270",NA,NA
"1562","ACH-001033",NA,NA
"1563","ACH-002001",NA,NA
"1564","ACH-001034",NA,NA
"1565","ACH-001536",NA,NA
"1566","ACH-001201",NA,NA
"1567","ACH-001385",NA,NA
"1568","ACH-002055",NA,NA
"1569","ACH-001862",NA,NA
"1570","ACH-002526",NA,NA
"1571","ACH-002795",NA,NA
"1572","ACH-001839",NA,NA
"1573","ACH-001645",NA,NA
"1574","ACH-001386",NA,NA
"1575","ACH-001668",NA,NA
"1576","ACH-001339",NA,NA
"1577","ACH-001674",NA,NA
"1578","ACH-001113",NA,NA
"1579","ACH-001228",NA,NA
"1580","ACH-002291",NA,NA
"1581","ACH-002782",NA,NA
"1582","ACH-001836",NA,NA
"1583","ACH-000597",NA,NA
"1584","ACH-001990",NA,NA
"1585","ACH-001538",NA,NA
"1586","ACH-001986",NA,NA
"1587","ACH-001378",NA,NA
"1588","ACH-001528",NA,NA
"1589","ACH-002023",NA,NA
"1590","ACH-002069",NA,NA
"1591","ACH-002690",NA,NA
"1592","ACH-002490",NA,NA
"1593","ACH-001716",NA,NA
"1594","ACH-001571",NA,NA
"1595","ACH-001150",NA,NA
"1596","ACH-001838",NA,NA
"1597","ACH-001368",NA,NA
"1598","ACH-001688",NA,NA
"1599","ACH-001302",NA,NA
"1600","ACH-001041",NA,NA
"1601","ACH-001641",NA,NA
"1602","ACH-001346",NA,NA
"1603","ACH-002005",NA,NA
"1604","ACH-002045",NA,NA
"1605","ACH-001020",NA,NA
"1606","ACH-002660",NA,NA
"1607","ACH-001445",NA,NA
"1608","ACH-001708",NA,NA
"1609","ACH-002522",NA,NA
"1610","ACH-001799",NA,NA
"1611","ACH-001449",NA,NA
"1612","ACH-001334",NA,NA
"1613","ACH-001344",NA,NA
"1614","ACH-002806",NA,NA
"1615","ACH-001437",NA,NA
"1616","ACH-001970",NA,NA
"1617","ACH-001046",NA,NA
"1618","ACH-001795",NA,NA
"1619","ACH-001711",NA,NA
"1620","ACH-002532",NA,NA
"1621","ACH-002524",NA,NA
"1622","ACH-002084",NA,NA
"1623","ACH-001686",NA,NA
"1624","ACH-001642",NA,NA
"1625","ACH-002024",NA,NA
"1626","ACH-001275",NA,NA
"1627","ACH-003266",NA,NA
"1628","ACH-001035",NA,NA
"1629","ACH-002500",NA,NA
"1630","ACH-001068",NA,NA
"1631","ACH-003153",NA,NA
"1632","ACH-000874",NA,NA
"1633","ACH-001848",NA,NA
"1634","ACH-002463",NA,NA
"1635","ACH-001619",NA,NA
"1636","ACH-001438",NA,NA
"1637","ACH-002687",NA,NA
"1638","ACH-001712",NA,NA
"1639","ACH-002486",NA,NA
"1640","ACH-002409",NA,NA
"1641","ACH-002061",NA,NA
"1642","ACH-001570",NA,NA
"1643","ACH-002650",NA,NA
"1644","ACH-001847",NA,NA
"1645","ACH-002047",NA,NA
"1646","ACH-001151",NA,NA
"1647","ACH-001389",NA,NA
"1648","ACH-001554",NA,NA
"1649","ACH-002052",NA,NA
"1650","ACH-000931",NA,NA
"1651","ACH-001574",NA,NA
"1652","ACH-001696",NA,NA
"1653","ACH-001427",NA,NA
"1654","ACH-001303",NA,NA
"1655","ACH-001376",NA,NA
"1656","ACH-001636",NA,NA
"1657","ACH-001030",NA,NA
"1658","ACH-002403",NA,NA
"1659","ACH-001849",NA,NA
"1660","ACH-001529",NA,NA
"1661","ACH-001019",NA,NA
"1662","ACH-001329",NA,NA
"1663","ACH-001522",NA,NA
"1664","ACH-002996",NA,NA
"1665","ACH-003061",NA,NA
"1666","ACH-001384",NA,NA
"1667","ACH-001700",NA,NA
"1668","ACH-002470",NA,NA
"1669","ACH-001843",NA,NA
"1670","ACH-002074",NA,NA
"1671","ACH-001164",NA,NA
"1672","ACH-003180",NA,NA
"1673","ACH-001979",NA,NA
"1674",NA,"ACH-000001",NA
"1675",NA,"ACH-000004",NA
"1676",NA,"ACH-000005",NA
"1677",NA,"ACH-000007",NA
"1678",NA,"ACH-000009",NA
"1679",NA,"ACH-000011",NA
"1680",NA,"ACH-000012",NA
"1681",NA,"ACH-000013",NA
"1682",NA,"ACH-000014",NA
"1683",NA,"ACH-000015",NA
"1684",NA,"ACH-000017",NA
"1685",NA,"ACH-000018",NA
"1686",NA,"ACH-000019",NA
"1687",NA,"ACH-000021",NA
"1688",NA,"ACH-000022",NA
"1689",NA,"ACH-000023",NA
"1690",NA,"ACH-000024",NA
"1691",NA,"ACH-000025",NA
"1692",NA,"ACH-000026",NA
"1693",NA,"ACH-000028",NA
"1694",NA,"ACH-000029",NA
"1695",NA,"ACH-000030",NA
"1696",NA,"ACH-000035",NA
"1697",NA,"ACH-000036",NA
"1698",NA,"ACH-000037",NA
"1699",NA,"ACH-000039",NA
"1700",NA,"ACH-000040",NA
