"","GSM8393322","GSM8393323","GSM8393324","GSM8393325","GSM8393326","GSM8393327","GSM8393328","GSM8393329","GSM8393330","GSM8393331"
"ENSG00000291094",0.3377,0.426611,0.505411,0,0.37407,0,0.00908136,0.104662,0.263928,0.2295903
"ENSG00000291095",9.17072,6.04823,12.1879,10.1146,7.85951,6.78638,14.0493,8.50548,10.4911,9.05286
"ENSG00000291098",0,0.320444,0,0,0,0,0,0.30209,0,0
"ENSG00000291099",0.767563,0.330031,0.90825,0.464653,0.698124,0.964554,0,0.864662,0.940326,0.639319
"ENSG00000291101",0,0,0,0,0.0773978,0,0,0,0,0.0242985
"ENSG00000291105",0,0.284022,0,0,0,0,0,0,0,0.214338
"ENSG00000291113",0.288795,0,0.0806062,0.177722,0,0.191018,0,0.363437,0.265453,0.355037
"ENSG00000291117",1.61186,2.23095,1.97777,2.0953,2.09884,2.47222,2.21889,2.44807,2.33104,2.13686
"ENSG00000291121",0.409235,0.242186,0.661292,0.614856,0.278699,0.891977,0.26498,0,0.220269,0.240468
"ENSG00000291125",0.183718,0.221777,0,0,0,0,0,0,0,0
"ENSG00000291126",0.0176896,0.0426593,0.0312643,0.0338988,0,0,0,0,0,0.0318617
"ENSG00000291130",0.0628931,0,0.206263,0,0,0.129222,0.224461,0,0.132698,0
"ENSG00000291131",0.30285,0.356806,0,0.146792,0,0.496782,0,0,0.288992,0.338693
"ENSG00000291133",0.821376,0.634273,0.672227,0.60259,0.606172,0.597779,0.638322,0.777924,0.89293,0.960126
"ENSG00000291138",0.351636,0.630048,0.46632,0.478655,0.675518,0.193697,0.676793,0.821085,0.908035,0.236386
"ENSG00000291143",0.0244725,0.0216279,0,0.0122702,0.0164635,0.0329714,0,0,0,0
"ENSG00000291144",0,0,0,0.0246483,0.0280576,0,0,0,0,0
"ENSG00000291145",0.498906,0.156835,0.884151,0.304696,0.868853,0.30136,0.39169,1.312124,0.57190991,0.162414
"ENSG00000291147",0.18062,0,0,0.212002,0,0,0,0.550765,0.20802,0.215074
"ENSG00000291149",0,0,0.0747222,0,0.163579106461,0,0,5.52834e-06,0,0
"ENSG00000291159",0.952013,0.935936,1.345637,1.2578,0.9779864,1.096183,1.395069,1.16656,1.124449,2.951958
"ENSG00000291163",0.154263,0.185766,0,0.152594,0,0,0.147898,0.506055,0.177177,0
"ENSG00000291165",0,0,0,0,0,0,0,0,0.182771,0
"ENSG00000291169",0,0,0,0,0,0,0,0,0,0
"ENSG00000291171",1.106218,1.040987,1.272889,0.98342894,1.1333557,1.6294943,1.06372213,1.377803,1.420411,1.101124
"ENSG00000291179",0.972158,0.651192,0.485329,0.764598,0.53254,0.966961,1.22886,0.991467,1.3643,0.379875
"ENSG00000291180",0,0,0,0,0,0,0,0.12412,0.109574,0.173588
"ENSG00000291182",0,0,0.0100902,0.0438136,0.0249484,0.0371929,0.0110071,0.0123788,0.0380837,0
"ENSG00000291183",0,0,0,0,0,0,0,0,0,0
"ENSG00000291184",0.133786,0,0,0,0,0,0,0,0,0
"ENSG00000291185",0.1477075,0.10917027,0.0512004,0.0828624,0.1264409,0.07052265,0.11428165,0.2692822,0.0879793,0.1225695
"ENSG00000291189",0.2153415,0.247203,0.2223576,0.1930831,0.374094,0.2711432,0.2263816,0.289592,0.2775936,0.1222463
"ENSG00000291194",0.401512,0,0.137677,0,0.136319,0,0.50819,0,0.350851,0
"ENSG00000291195",0.0321726,0.0190692,0.0870373,0.0463341,0.0527841,0,0.0155621,0,0,0.0266263
"ENSG00000291198",0,0,6.12019e-08,6.97801e-08,0.02575890852829,0,0,3.04496e-07,0.458284,7.57959e-08
"ENSG00000291199",0,0,0,0,0,0,0,0,0,0
"ENSG00000291200",0.0375014,0.178134,0.0667692,0.072202,0.0410153,0.0817059,0.180694,0.122133,0.0837031,0.0333907
"ENSG00000291201",2.06282,2.3136,2.12639,2.18519,2.66769,2.07564,1.96363,2.10424,2.26193,2.39174
"ENSG00000291202",1.2773033,1.561978,1.156379,0.925557,1.074664,1.2230873,1.014812,1.088633,1.155648,1.1645252
"ENSG00000291203",2.912509,1.983356,2.100974,2.333147,1.916539,2.745987,1.743255,2.00594,2.503509,1.398745
"ENSG00000291204",0,0,0,0,0,0,0,0.105701,0,0
"ENSG00000291205",0,0,0,0,0,0,0,0,0,0
"ENSG00000291207",0.722673,0.570804,0.615913,0.848696,0.768699,0.674402,0.725024,0.463644,0.563517,0.789736
"ENSG00000291208",0.820544,0.902303,0.916063,0.884729,0.70006,0.824396,0.800101,0.767489,0.73226,0.848202
"ENSG00000291210",4.73425,4.7857,5.06706,6.26558,4.82721,5.06788,3.23061,3.66883,2.88918,5.6449
"ENSG00000291211",0.686079,0.916089,0.80381,0.781716,0.828275,0.92417,0.651093,0.748324,0.640142,0.633375
"ENSG00000291212",0,1.12831,0,0.18611,0.158626,0.836632,0.316664,0.408438,0,0.509005
"ENSG00000291214",8.50803,6.80659,6.63715,5.99468,6.70753,8.60459,9.19813,6.86411,5.56043,8.45808
"ENSG00000291216",0,0,0,0,0,0,0,0,0,0
"ENSG00000291219",0.683392,0.448624,0.211979,0.356272,0.459624,0.404793,0.848841,0.381212,0.481045,0.312201
"ENSG00000291220",0,0,3.30937e-10,0,0,0,0,0,0.0127511,0
"ENSG00000291222",0,0,0,0,0,0,0,0,0,0
"ENSG00000291224",1.672689,1.490123,1.421894,1.901699,1.02306,1.090701,2.004519,1.471378,1.198194,1.957459
"ENSG00000291225",0.0662651,0.0759702,0.0610682,0.100689,0.0479477,0.0228063,0.106303,0.0597462,0.0300632,0.0509422
"ENSG00000291226",0.0601046,0,0,0,0,0,0,0.0653811,0,0
"ENSG00000291227",0,0,0,0,0,0,0,0,0,0
"ENSG00000291228",1.50517,1.71296,1.73083,2.04709,1.53561,1.83396,2.09027,2.03085,2.40762,1.76989
"ENSG00000291229",0.16966,0.172418,0.0428382,0.0465177,0.0794463,0.0526501,0.0467287,0,0.0539137,0
"ENSG00000291231",0.131355,0.31545,0.581061,0.129284,0.391458,0.438016,0.126178,0,0,0.118517
"ENSG00000291234",0.186168,0.101454,0.335103,0.280534,0.173072,0.432234,0.160717,0.275044,0.396768,0.294839
"ENSG00000291241",0,0,0,0,0,0,0,0,0,0
"ENSG00000291242",0,0,0,0,0.2373354,0,0,0.115583,0,0.0312249
"ENSG00000291243",0,0,0,0,0,0,0,0,0,0
"ENSG00000291249",0,0,1.02866,0,1.02858,0.887793,0.316694,0.341724,1.13041,0.566384
"ENSG00000291250",0.891735,0.342681,0.933393,0.628654,0.218478,0.942753,0.512796,0.843464,0.663066,1.16015
"ENSG00000291251",0,0,0,0,0,0,0,0,0,0
"ENSG00000291252",0,0,0.0848396,0,0,0,0,0,0,0
"ENSG00000291253",0,0,0,0,0,0,0,0,0,0
"ENSG00000291254",0,0,0,0,0,0,0,0,0,0
"ENSG00000291256",0,0,0,0,0,0,0,0,0,0
"ENSG00000291257",0.107792,0.0547156,0.0408229,0.117971,0.0840695,0.0690376,0.133629,0.183517,0.119614,0.136701
"ENSG00000291262",0,0,0,0,0,0,0,0,0,0
"ENSG00000291264",0,0,0,0,0,0,0.0926045,0,0,0
"ENSG00000291268",0.544725,0.880287,0.774751,0.572769,0.694418,0.386597,0.584283,0.482724,0.680589,0.859757
"ENSG00000291269",0.0678005,0.135576,0.230167,0.462323,0.120155,0.596936,0.0786687,0.581022,0.167142,0.490757
"ENSG00000291270",0,0,0,0,0,0,0,0.0880042,0,0
"ENSG00000291271",0,0,0.17121,0.0782059,0,0.442449,0.0126798,0,0.216518,0.145076
"ENSG00000291274",0,0.000656963,0,0.112325,0,0,0,0.235708,0,0
"ENSG00000291275",1.02455,0.847334,0.951898,0.758131,0.782014,1.15379,0.940135,0.768433,0.846539,1.37293
"ENSG00000291276",2.136826,2.072909,1.662843,2.752078,1.367158,1.981369,2.352603,2.683108,2.212987,2.965607
"ENSG00000291277",0,0,0,0,0,0,0,0,0,0
"ENSG00000291282",0.0806615,0,0.0739855,0.064162,0.0366456,0.018157,0.0161474,0.0544325,0.0371763,0.0297407
"ENSG00000291283",0.736571,0.83118,0.868257,1.2498,0.632394,1.64145,0.560579,1.15839,1.71107,0.638179
"ENSG00000291285",0,0,0.0353378,0,0,0,0,0,0,0
"ENSG00000291286",0,0,0,0,0,0,0,0,0,0
"ENSG00000291289",0.214156,0,0,0.137833,0.150384,0.0952601,0.122953,0.154041,0,0
"ENSG00000291294",0,0,0,0,0,0,0,0,0,0
"ENSG00000291295",0.418725,0.670925,0.123551,1.37657,0,0.15537,0.402158,0.152637,0.479551,0.25225
"ENSG00000291296",0,0,0,0,0,0,0,0,0,0
"ENSG00000291297",0,0,0,0,0,0,0,0,0,0
"ENSG00000292984",0.311028,0.725454,0.432978,0.316883,0.359866,0.512422,0.362338,0.35719,0.262339,0.452802
"ENSG00000292985",0,0,0,0,0,0,0,0,0,0
"ENSG00000292987",0.491882,0,0,0,0,0,0,0,0,0.784104
"ENSG00000292991",0,0,0,0,0,0,0,0,0,0
"ENSG00000292993",0.478679,0.486376,0.483464,0.494311,0.473156,0.395999,0.461476,0.444826,0.442737,0.506399
"ENSG00000292994",2.1053677,2.15746,2.2251903,1.89724,2.1956439,1.73945,2.2459,2.183497,1.83123,1.88946
"ENSG00000292997",0.245556,0,0,0.410432,0,0,0,0,0,0
"ENSG00000293000",0.0994951,0.0674503,0.051257,0.0458998,0.0177768,0.103653,0.0461043,0.0090573,0.0897933,0.0212643
"ENSG00000293001",0,0,0,0,0,0,0,0,0,0
"ENSG00000293003",0,0,0,0,0,0,0,0,0,0
"ENSG00000293004",0,0,0,0.0346456,0,0,0,0,0,0
"ENSG00000293008",0,0.0947954,0,0,0,0.0428398,0.121922,0.0427251,0.0444742,0.0399131
"ENSG00000293009",0,0,0,0,0,0,0,0,0,0
"ENSG00000293012",0.142634,0,0,0,0,0,0,0,0,0
"ENSG00000293013",0.0174761,0.0206478,0.0402245,0,0.133214,0.0246495,0.0337465,0.0754347,0.0398334,0.0202146
"ENSG00000293014",0,0,0,0,0,0,0,0,0,0
"ENSG00000293016",0.307519,0,0.550148,0,0.674598,0,0,0,0.843424,1.40889
"ENSG00000293017",0,0,0,0,0,0,0,0,0,0.121072
"ENSG00000293020",0,0,0,0,0,0,0,0,0,0
"ENSG00000293021",0,0,0.0244302,0,0.175304,0,0.379214,0,0,0.514116
"ENSG00000293023",0,0,0,0,0.109797,0.117073,0.0606183,0,0,0.0909427
"ENSG00000293024",0,0,0,0,0,0,0,0,0,0
"ENSG00000293025",2.9822,1.51378,1.14746,1.73232,1.72798,2.26926,1.70502,2.43687,1.75145,1.77608
"ENSG00000293027",0,0.032938,0.022748,0,0,0.0337047,0.0135367,0,0.0310114,0.0249885
"ENSG00000293033",0,0,0,0,0,0,0,0,0,0
"ENSG00000293038",0,0,0,0,0,0,0,0,0,0
"ENSG00000293042",0.230962,0,0,0,0,0,0,0.251129,0,0
"ENSG00000293043",0.251359,0.298051,0.244349,0.434276,0.27466,0.136534,0.218072,0.245313,0.279629,0.290469
"ENSG00000293044",0,0.0475998,0,0,0,0,0,0.0855283,0,0
"ENSG00000293053",0,0,0,0,0,0,0,0.240935,0,0
"ENSG00000293054",0,0,0,0,0,0,0,0,0,0
"ENSG00000293057",0.188394,0.298283,0.444557,0.120228,0.549809,0.273442,0.54802,0.478569,0.208665,0.223338
"ENSG00000293058",0,0,0,0,0,0,0.0223515,0,0.0515334,0
"ENSG00000293060",0.270029,0.319489,0.477607,0.128488,0.147175,0.728323,0.391627,0,0,0.35807
"ENSG00000293063",0,0,0,0,0,0,0.273845,0,0,0.0504498
"ENSG00000293064",0.114433,0.176846,0.230494,0.0756873,0.0416107,0.121677,0.11485,0.0918173,0.136448,0.101397
"ENSG00000293066",0,0,0,0,0,0,0,0,0,0
"ENSG00000293073",0,0,0,0,0,0,0,0,0,0
"ENSG00000293080",0,0,0,0,0,0,0,0,0,0
"ENSG00000293081",0.0168057,0.103842,0.0523222,0.160905,0.0215243,0.054194,0.0576215,0.018166,0.0556042,0.0388498
"ENSG00000293083",0,0,0,0,0,0,0,0,0,0
"ENSG00000293084",0.922835,0.908883,0.681704,0.884084,0.45374,1.12588,1.00157,0.754287,0.229078,0.367
"ENSG00000293085",0,0,0,0,0,0,0,0,0,0
"ENSG00000293088",0,0,0,0,0,0,0,0,0,0
"ENSG00000293090",0,0,0.0501274,0.0405658,0,0,0,0,0,0.0251529
"ENSG00000293091",0.508365,0.699188,0.699268,1.14651,0.650375,0.418471,0.591388,0.945807,0.330772,0.54738
"ENSG00000293093",0,0,0.20155,0,0,0,0,0,0,0
"ENSG00000293094",0.276167,0.165923,0,0.272244,0,0,0,0.302018,0,0
"ENSG00000293095",0.134509,0.255247,0.118873,0.232491,0.146998,0.233894,0.414903,0.583533,0.179646,0.167435
"ENSG00000293096",0,0.164779,0.205614,0.186518,0.203037,0.251706,0.0445316,0,0,0.246891
"ENSG00000293097",0,0,0,0.0510997,0,0.00875467,0,0,0,0
"ENSG00000293098",0.873091,0.900066,1.33332,1.08665,0.782845,1.14855,1.23459,0.933424,0.939265,0.951257
"ENSG00000293099",0,0,0.0924577,0,0,0,0,0,0,0
"ENSG00000293100",0.0803148,0,0,0,0,0,0,0,0,0
"ENSG00000293102",0,0,0,0,0,0,0,0,0,0.0303363
"ENSG00000293104",0.3217193,0.3535803,0.446274,0.247598,0.33855,0.3159082,0.4411401,0.299501,0.0626778,0.4906133
"ENSG00000293105",1.678447,1.420911,1.39457,2.161738,0.731416,1.73601,1.807515,1.18254,1.839013,1.806658
"ENSG00000293107",0.731038,1.06423,0.744562,0.682149,0.581316,0.728198,0.561556,0.362006,0.780968,0.533533
"ENSG00000293110",1.3409162,0.9666003,0.9192161,1.0254878,0.6283109,0.9907764,1.2463531,0.9071153,1.42297040095278,1.0297864
"ENSG00000293111",0,0,0,0,0,0,0,0,0,0
"ENSG00000293112",0,0,0,0,0,0,0,0,0,0
"ENSG00000293114",0,0.0846593,0,0.121822,0,0,0,0.0684314,0,0.112378
"ENSG00000293116",0,0,0.0292699,0.0318489,0,0,0.0319189,0,0,0
"ENSG00000293117",0,0,0,0,0,0.256973,0,0,0,0
"ENSG00000293132",0,0.17914,0.177215,0,0.108959,0.217096,0.143599,0.0541983,0.055623,0.152346
"ENSG00000293136",0,0,0.2409915,0,0.114147,0.459417,0,0.267654,0,0.0933255
"ENSG00000293138",0,0,0,0,0,0,0,0,0,0
"ENSG00000293141",9.26174,7.48254,8.11664,7.26662,6.20225,6.58037,7.22123,7.76132,8.69583,8.02117
"ENSG00000293142",1.15145,0.729792,0.707629,0.558421,0.657901,0.634635,1.01361,0.474898,0.387882,0.62733
"ENSG00000293143",1.03882,1.75192,1.99831,0.744538,2.08949,2.61184,2.24386,2.572,1.64263,2.30373
"ENSG00000293144",0.214407,0,0,0,0.353428,0.237151,0,0,0.12177,0.481758
"ENSG00000293148",0.96999,0,0,0,1.06727,0.543504,0.448828,0,0,0
"ENSG00000293149",0.475248,0.381112,0.685444,0.0272411,0.491758,0.413387,0.404043,0.448303,0.601314,0.483918
"ENSG00000293150",0.0920331,0.220604,0.489292,0.538352,0.404721,0.406272,0.619196,0.502181,0,0.165155
"ENSG00000293151",0.436191,0.263587,0.38567,0.218076,0,0,0,0,0.252508,0.267585
"ENSG00000293152",0,0.36937,0,0,0.212725,0.215219,0.183527,0,0.449194,0
"ENSG00000293154",0.302428,0.15346,0.0298552,0.0343276,0.0410511,0.0357392,0.113112,0.03179,0.0359589,0.0782844
"ENSG00000293155",0,0,0.0236729,0,0,0,0,0.0871551,0,0
"ENSG00000293156",0,0,0,0,0,0,0,0,0,0
"ENSG00000293157",0,0,0,0,0,0,0,0,0,0
"ENSG00000293160",0.0767643,0.0702593,0.0219274,0.0236742,0.2167402,0.0903397,0.0260593,0,0.1192217,0.0530343
"ENSG00000293161",11.43116,13.21046,12.88109,14.17876,12.99197,12.69601,14.06001,14.84882,15.79343,13.38339
"ENSG00000293162",0.0817996,0.120202,0.0899462,0.0889726,0.0721028,0.0531114,0.0944055,0.0178407,0,0.158559
"ENSG00000293163",0.034983,0,0.0501274,0.0405658,0,0.061215,0,0,0,0.0251529
"ENSG00000293164",0.215814,0.210093,0.130188,0.195185,0.140036,0.225537,0.176577,0.325781,0.300408,0.256054
"ENSG00000293166",0.266181,0.449037,0.470607,0.17286,0.0974207,0.29329,0.104946,0.135444,0,0.238542
"ENSG00000293168",0,0,0,0,0,0,0,0,0,0
"ENSG00000293169",0.201686,0.0780769,0.12299,0.17285,0.121191,0.129694,0.0722415,0.104531,0.033167,0.0446577
"ENSG00000293170",0,0,0.157277,0.0428957,0.193327,0.145613,0.0857236,0.0959133,0.0994707,0.0785281
"ENSG00000293172",0.0876019,0.384851,0.309806,0.0853292,0,0.579047,0.337217,0.236291,0.693219,0.481383
